"Master_Incident_Number","Response_Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"220716GG02132",2022-07-16,NA,"All Calls",NA,NA,NA,2022
"220716GG02148",2022-07-16,NA,"All Calls",NA,NA,NA,2022
"220716GG02154",2022-07-16,NA,"All Calls",NA,NA,NA,2022
"220716GG02465",2022-07-16,NA,"All Calls",NA,NA,NA,2022
"220717GG00033",2022-07-17,2022-07-17,"All Calls","Unit Assigned",NA,NA,2022
"220717GG00199",2022-07-17,NA,"All Calls",NA,NA,NA,2022
"220717GG00592",2022-07-17,NA,"All Calls",NA,NA,NA,2022
"220719GG01936",2022-07-19,NA,"All Calls",NA,NA,NA,2022
"220720GG01609",2022-07-20,NA,"All Calls",NA,NA,NA,2022
"220720GG02193",2022-07-20,NA,"All Calls",NA,NA,NA,2022
"220721GG01481",2022-07-21,NA,"All Calls",NA,NA,NA,2022
"220721GG02023",2022-07-21,NA,"All Calls",NA,NA,NA,2022
"220722GG01547",2022-07-22,NA,"All Calls",NA,NA,NA,2022
"220723GG01959",2022-07-23,NA,"All Calls",NA,NA,NA,2022
"220723GG02204",2022-07-23,NA,"All Calls",NA,NA,NA,2022
"220724GG01074",2022-07-24,NA,"All Calls",NA,NA,NA,2022
"220724GG02319",2022-07-24,NA,"All Calls",NA,NA,NA,2022
"220725GG00939",2022-07-25,NA,"All Calls",NA,NA,NA,2022
"220725GG01868",2022-07-25,NA,"All Calls",NA,NA,NA,2022
"220725GG02077",2022-07-25,2022-07-25,"All Calls","Unit Assigned",NA,NA,2022
"220726GG02136",2022-07-26,NA,"All Calls",NA,NA,NA,2022
"220726GG02148",2022-07-26,NA,"All Calls",NA,NA,NA,2022
"220727GG00588",2022-07-27,NA,"All Calls",NA,NA,NA,2022
"220728GG00057",2022-07-28,NA,"All Calls",NA,NA,NA,2022
"220728GG01820",2022-07-28,NA,"All Calls",NA,NA,NA,2022
"220728GG02136",2022-07-28,NA,"All Calls",NA,NA,NA,2022
"220729GG00281",2022-07-29,NA,"All Calls",NA,NA,NA,2022
"220729GG01567",2022-07-29,NA,"All Calls",NA,NA,NA,2022
"220730GG00016",2022-07-30,NA,"All Calls",NA,NA,NA,2022
"220730GG00204",2022-07-30,NA,"All Calls",NA,NA,NA,2022
"220730GG00307",2022-07-30,NA,"All Calls",NA,NA,NA,2022
"220730GG01220",2022-07-30,NA,"All Calls",NA,NA,NA,2022
"220730GG01730",2022-07-30,NA,"All Calls",NA,NA,NA,2022
"220731GG00048",2022-07-31,2022-07-31,"All Calls","Unit Assigned",NA,NA,2022
"220731GG00099",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG00977",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG00981",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG01011",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG01793",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG01908",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG02151",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG02152",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220731GG02170",2022-07-31,NA,"All Calls",NA,NA,NA,2022
"220801GG00081",2022-08-01,NA,"All Calls",NA,NA,NA,2022
"220802GG00186",2022-08-02,NA,"All Calls",NA,NA,NA,2022
"220802GG00817",2022-08-02,NA,"All Calls",NA,NA,NA,2022
"220802GG01041",2022-08-02,NA,"All Calls",NA,NA,NA,2022
"220802GG02227",2022-08-02,NA,"All Calls",NA,NA,NA,2022
"220803GG00094",2022-08-03,NA,"All Calls",NA,NA,NA,2022
"220804GG00096",2022-08-04,NA,"All Calls",NA,NA,NA,2022
"220804GG00261",2022-08-04,NA,"All Calls",NA,NA,NA,2022
"220804GG01365",2022-08-04,NA,"All Calls",NA,NA,NA,2022
"220805GG00047",2022-08-05,2022-08-05,"All Calls","Unit Assigned","Stop",NA,2022
"220805GG00264",2022-08-05,NA,"All Calls",NA,NA,NA,2022
"220805GG00685",2022-08-05,NA,"All Calls",NA,NA,NA,2022
"220806GG01722",2022-08-06,NA,"All Calls",NA,NA,NA,2022
"220807GG01839",2022-08-07,NA,"All Calls",NA,NA,NA,2022
"220807GG02053",2022-08-07,NA,"All Calls",NA,NA,NA,2022
"220808GG00108",2022-08-08,NA,"All Calls",NA,NA,NA,2022
"220808GG00906",2022-08-08,NA,"All Calls",NA,NA,NA,2022
"220808GG01662",2022-08-08,NA,"All Calls",NA,NA,NA,2022
"220810GG01479",2022-08-10,NA,"All Calls",NA,NA,NA,2022
"220810GG02164",2022-08-10,NA,"All Calls",NA,NA,NA,2022
"220811GG01510",2022-08-11,NA,"All Calls",NA,NA,NA,2022
"220812GG02072",2022-08-12,NA,"All Calls",NA,NA,NA,2022
"220813GG00066",2022-08-13,NA,"All Calls",NA,NA,NA,2022
"220813GG00435",2022-08-13,NA,"All Calls",NA,NA,NA,2022
"220813GG01982",2022-08-13,2022-08-13,"All Calls","Unit Assigned",NA,NA,2022
"220813GG02205",2022-08-13,NA,"All Calls",NA,NA,NA,2022
"220815GG02110",2022-08-15,NA,"All Calls",NA,NA,NA,2022
"220815GG02197",2022-08-15,NA,"All Calls",NA,NA,NA,2022
"220815GG02242",2022-08-15,NA,"All Calls",NA,NA,NA,2022
"220817GG00967",2022-08-17,NA,"All Calls",NA,NA,NA,2022
"220818GG01844",2022-08-18,2022-08-18,"All Calls","Unit Assigned",NA,NA,2022
"220819GG02055",2022-08-19,NA,"All Calls",NA,NA,NA,2022
"220819GG02124",2022-08-19,NA,"All Calls",NA,NA,NA,2022
"220819GG02379",2022-08-19,NA,"All Calls",NA,NA,NA,2022
"220820GG00007",2022-08-19,NA,"All Calls",NA,NA,NA,2022
"220820GG00057",2022-08-20,NA,"All Calls",NA,NA,NA,2022
"220820GG00076",2022-08-20,NA,"All Calls",NA,NA,NA,2022
"220821GG02166",2022-08-21,NA,"All Calls",NA,NA,NA,2022
"220821GG02394",2022-08-21,2022-08-21,"All Calls","Unit Assigned",NA,NA,2022
"220823GG00066",2022-08-23,NA,"All Calls",NA,NA,NA,2022
"220823GG02371",2022-08-23,NA,"All Calls",NA,NA,NA,2022
"220825GG00053",2022-08-25,NA,"All Calls",NA,NA,NA,2022
"220825GG00850",2022-08-25,NA,"All Calls",NA,NA,NA,2022
"220826GG00301",2022-08-26,NA,"All Calls",NA,NA,NA,2022
"220828GG00019",2022-08-28,NA,"All Calls",NA,NA,NA,2022
"220828GG01628",2022-08-28,NA,"All Calls",NA,NA,NA,2022
"220828GG02271",2022-08-28,NA,"All Calls",NA,NA,NA,2022
"220829GG00050",2022-08-29,NA,"All Calls",NA,NA,NA,2022
"220830GG00399",2022-08-30,NA,"All Calls",NA,NA,NA,2022
"220830GG01104",2022-08-30,NA,"All Calls",NA,NA,NA,2022
"220830GG02239",2022-08-30,NA,"All Calls",NA,NA,NA,2022
"220831GG01034",2022-08-31,NA,"All Calls",NA,NA,NA,2022
"220831GG01573",2022-08-31,NA,"All Calls",NA,NA,NA,2022
"220902GG00814",2022-09-02,NA,"All Calls",NA,NA,NA,2022
"220903GG00115",2022-09-03,NA,"All Calls",NA,NA,NA,2022
"220903GG00150",2022-09-03,NA,"All Calls",NA,NA,NA,2022
"220903GG00262",2022-09-03,NA,"All Calls",NA,NA,NA,2022
"220904GG02277",2022-09-04,NA,"All Calls",NA,NA,NA,2022
"220905GG00114",2022-09-05,NA,"All Calls",NA,NA,NA,2022
"220905GG01098",2022-09-05,NA,"All Calls",NA,NA,NA,2022
"220908GG00124",2022-09-08,2022-09-08,"All Calls","Unit Assigned",NA,NA,2022
"220908GG02175",2022-09-08,NA,"All Calls",NA,NA,NA,2022
"220910GG02019",2022-09-10,NA,"All Calls",NA,NA,NA,2022
"220911GG01067",2022-09-11,NA,"All Calls",NA,NA,NA,2022
"220913GG00042",2022-09-13,NA,"All Calls",NA,NA,NA,2022
"220914GG01600",2022-09-14,NA,"All Calls",NA,NA,NA,2022
"220914GG01925",2022-09-14,NA,"All Calls",NA,NA,NA,2022
"220915GG02158",2022-09-15,NA,"All Calls",NA,NA,NA,2022
"220915GG02250",2022-09-15,2022-09-15,"All Calls","Unit Assigned",NA,NA,2022
"220915GG02261",2022-09-15,NA,"All Calls",NA,NA,NA,2022
"220915GG02358",2022-09-15,2022-09-15,"All Calls","Unit Assigned",NA,NA,2022
"220917GG00798",2022-09-17,NA,"All Calls",NA,NA,NA,2022
"220917GG01348",2022-09-17,NA,"All Calls",NA,NA,NA,2022
"220918GG00087",2022-09-18,NA,"All Calls",NA,NA,NA,2022
"220918GG00088",2022-09-18,NA,"All Calls",NA,NA,NA,2022
"220918GG00201",2022-09-18,NA,"All Calls",NA,NA,NA,2022
"220918GG02162",2022-09-18,NA,"All Calls",NA,NA,NA,2022
"220918GG02558",2022-09-18,NA,"All Calls",NA,NA,NA,2022
"220919GG02260",2022-09-19,NA,"All Calls",NA,NA,NA,2022
"220920GG00787",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920GG02372",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220921GG00043",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921GG00435",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921GG02200",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220922GG00162",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220923GG00056",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923GG01435",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220924GG02283",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220925GG01242",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925GG01274",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925GG01545",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925GG01664",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220926GG00245",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926GG00722",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926GG01176",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926GG01904",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220927GG01935",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220928GG00224",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928GG00522",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220929GG00138",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929GG01615",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929GG02172",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929GG02206",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929GG02333",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220930GG01139",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"221001GG00158",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001GG00337",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221002GG00279",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002GG01904",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002GG02110",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221003GG00072",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003GG00224",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003GG00507",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003GG02005",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003GG02221",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003GG02281",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221004GG02123",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221005GG01831",2022-10-05,NA,"All Calls",NA,NA,NA,2022
"221005GG01838",2022-10-05,NA,"All Calls",NA,NA,NA,2022
"221006GG01626",2022-10-06,NA,"All Calls",NA,NA,NA,2022
"221007GG01894",2022-10-07,NA,"All Calls",NA,NA,NA,2022
"221008GG01912",2022-10-08,NA,"All Calls",NA,NA,NA,2022
"221008GG01950",2022-10-08,NA,"All Calls",NA,NA,NA,2022
"221008GG02023",2022-10-08,NA,"All Calls",NA,NA,NA,2022
"221009GG00075",2022-10-09,NA,"All Calls",NA,NA,NA,2022
"221009GG00180",2022-10-09,NA,"All Calls",NA,NA,NA,2022
"221010GG00567",2022-10-10,NA,"All Calls",NA,NA,NA,2022
"221010GG01899",2022-10-10,NA,"All Calls",NA,NA,NA,2022
"221011GG01362",2022-10-11,NA,"All Calls",NA,NA,NA,2022
"221013GG00810",2022-10-13,2022-10-13,"All Calls","Unit Assigned",NA,NA,2022
"221013GG01663",2022-10-13,NA,"All Calls",NA,NA,NA,2022
"221013GG02257",2022-10-13,NA,"All Calls",NA,NA,NA,2022
"221013GG02362",2022-10-13,NA,"All Calls",NA,NA,NA,2022
"221014GG01656",2022-10-14,NA,"All Calls",NA,NA,NA,2022
"221015GG01904",2022-10-15,NA,"All Calls",NA,NA,NA,2022
"221015GG02258",2022-10-15,NA,"All Calls",NA,NA,NA,2022
"221016GG00024",2022-10-16,NA,"All Calls",NA,NA,NA,2022
"221016GG00250",2022-10-16,NA,"All Calls",NA,NA,NA,2022
"221016GG01643",2022-10-16,NA,"All Calls",NA,NA,NA,2022
"221016GG01728",2022-10-16,NA,"All Calls",NA,NA,NA,2022
"221017GG01543",2022-10-17,NA,"All Calls",NA,NA,NA,2022
"221018GG01213",2022-10-18,NA,"All Calls",NA,NA,NA,2022
"221019GG00950",2022-10-19,NA,"All Calls",NA,NA,NA,2022
"221019GG01615",2022-10-19,NA,"All Calls",NA,NA,NA,2022
"221019GG02080",2022-10-19,NA,"All Calls",NA,NA,NA,2022
"221020GG00162",2022-10-20,NA,"All Calls",NA,NA,NA,2022
"221020GG01131",2022-10-20,NA,"All Calls",NA,NA,NA,2022
"221020GG01398",2022-10-20,NA,"All Calls",NA,NA,NA,2022
"221020GG02047",2022-10-20,NA,"All Calls",NA,NA,NA,2022
"221021GG00104",2022-10-21,NA,"All Calls",NA,NA,NA,2022
"221021GG00144",2022-10-21,NA,"All Calls",NA,NA,NA,2022
"221022GG02233",2022-10-22,2022-10-22,"All Calls","Unit Assigned",NA,NA,2022
"221022GG02354",2022-10-22,NA,"All Calls",NA,NA,NA,2022
"221022GG02364",2022-10-22,NA,"All Calls",NA,NA,NA,2022
"221023GG00001",2022-10-22,NA,"All Calls",NA,NA,NA,2022
"221023GG00024",2022-10-23,NA,"All Calls",NA,NA,NA,2022
"221023GG02108",2022-10-23,NA,"All Calls",NA,NA,NA,2022
"221023GG02289",2022-10-23,NA,"All Calls",NA,NA,NA,2022
"221024GG01435",2022-10-24,NA,"All Calls",NA,NA,NA,2022
"221024GG01436",2022-10-24,NA,"All Calls",NA,NA,NA,2022
"221024GG01866",2022-10-24,NA,"All Calls",NA,NA,NA,2022
"221025GG01763",2022-10-25,NA,"All Calls",NA,NA,NA,2022
"221025GG02070",2022-10-25,NA,"All Calls",NA,NA,NA,2022
"221026GG00163",2022-10-26,NA,"All Calls",NA,NA,NA,2022
"221026GG00718",2022-10-26,NA,"All Calls",NA,NA,NA,2022
"221026GG02029",2022-10-26,NA,"All Calls",NA,NA,NA,2022
"221027GG00424",2022-10-27,NA,"All Calls",NA,NA,NA,2022
"221027GG02186",2022-10-27,NA,"All Calls",NA,NA,NA,2022
"221028GG01045",2022-10-28,NA,"All Calls",NA,NA,NA,2022
"221028GG01945",2022-10-28,NA,"All Calls",NA,NA,NA,2022
"221029GG00364",2022-10-29,NA,"All Calls",NA,NA,NA,2022
"221029GG01355",2022-10-29,NA,"All Calls",NA,NA,NA,2022
"221029GG01377",2022-10-29,NA,"All Calls",NA,NA,NA,2022
"221029GG01688",2022-10-29,NA,"All Calls",NA,NA,NA,2022
"221030GG00028",2022-10-30,NA,"All Calls",NA,NA,NA,2022
"221030GG00031",2022-10-30,NA,"All Calls",NA,NA,NA,2022
"221030GG01168",2022-10-30,NA,"All Calls",NA,NA,NA,2022
"221030GG02004",2022-10-30,NA,"All Calls",NA,NA,NA,2022
"221031GG00249",2022-10-31,NA,"All Calls",NA,NA,NA,2022
"221031GG01922",2022-10-31,2022-10-31,"All Calls","Unit Assigned","Stop",NA,2022
"221101GG00109",2022-11-01,NA,"All Calls",NA,NA,NA,2022
"221101GG00417",2022-11-01,NA,"All Calls",NA,NA,NA,2022
"221102GG01799",2022-11-02,NA,"All Calls",NA,NA,NA,2022
"221104GG01526",2022-11-04,NA,"All Calls",NA,NA,NA,2022
"221104GG01532",2022-11-04,NA,"All Calls",NA,NA,NA,2022
"221104GG02114",2022-11-04,NA,"All Calls",NA,NA,NA,2022
"221104GG02368",2022-11-04,NA,"All Calls",NA,NA,NA,2022
"221105GG00098",2022-11-05,NA,"All Calls",NA,NA,NA,2022
"221105GG00181",2022-11-05,NA,"All Calls",NA,NA,NA,2022
"221105GG02428",2022-11-05,NA,"All Calls",NA,NA,NA,2022
"221107GG01583",2022-11-07,NA,"All Calls",NA,NA,NA,2022
"221107GG02181",2022-11-07,NA,"All Calls",NA,NA,NA,2022
"221108GG01113",2022-11-08,NA,"All Calls",NA,NA,NA,2022
"221109GG01904",2022-11-09,NA,"All Calls",NA,NA,NA,2022
"221110GG00424",2022-11-10,NA,"All Calls",NA,NA,NA,2022
"221110GG02024",2022-11-10,NA,"All Calls",NA,NA,NA,2022
"221111GG00264",2022-11-11,NA,"All Calls",NA,NA,NA,2022
"221111GG01123",2022-11-11,NA,"All Calls",NA,NA,NA,2022
"221111GG01931",2022-11-11,NA,"All Calls",NA,NA,NA,2022
"221111GG02035",2022-11-11,NA,"All Calls",NA,NA,NA,2022
"221112GG00054",2022-11-12,2022-11-12,"All Calls","Unit Assigned",NA,NA,2022
"221112GG02108",2022-11-12,2022-11-12,"All Calls","Unit Assigned",NA,NA,2022
"221113GG00184",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG00805",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG01512",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG01692",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG01961",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG02099",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG02121",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221113GG02130",2022-11-13,NA,"All Calls",NA,NA,NA,2022
"221114GG00019",2022-11-14,NA,"All Calls",NA,NA,NA,2022
"221115GG00294",2022-11-15,NA,"All Calls",NA,NA,NA,2022
"221115GG01215",2022-11-15,NA,"All Calls",NA,NA,NA,2022
"221116GG02038",2022-11-16,NA,"All Calls",NA,NA,NA,2022
"221117GG00638",2022-11-17,NA,"All Calls",NA,NA,NA,2022
"221117GG00880",2022-11-17,NA,"All Calls",NA,NA,NA,2022
"221118GG01491",2022-11-18,NA,"All Calls",NA,NA,NA,2022
"221118GG01834",2022-11-18,NA,"All Calls",NA,NA,NA,2022
"221118GG02150",2022-11-18,NA,"All Calls",NA,NA,NA,2022
"221118GG02225",2022-11-18,2022-11-18,"All Calls","Unit Assigned",NA,NA,2022
"221118GG02265",2022-11-18,NA,"All Calls",NA,NA,NA,2022
"221119GG00211",2022-11-19,NA,"All Calls",NA,NA,NA,2022
"221119GG01950",2022-11-19,NA,"All Calls",NA,NA,NA,2022
"221120GG00076",2022-11-20,NA,"All Calls",NA,NA,NA,2022
"221120GG01577",2022-11-20,NA,"All Calls",NA,NA,NA,2022
"221120GG02196",2022-11-20,NA,"All Calls",NA,NA,NA,2022
"221123GG01912",2022-11-23,NA,"All Calls",NA,NA,NA,2022
"221123GG02254",2022-11-23,NA,"All Calls",NA,NA,NA,2022
"221124GG00746",2022-11-24,NA,"All Calls",NA,NA,NA,2022
"221124GG01485",2022-11-24,NA,"All Calls",NA,NA,NA,2022
"221124GG01728",2022-11-24,NA,"All Calls",NA,NA,NA,2022
"221124GG01819",2022-11-24,NA,"All Calls",NA,NA,NA,2022
"221124GG01918",2022-11-24,NA,"All Calls",NA,NA,NA,2022
"221125GG00024",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG00071",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG00080",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG01119",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG01561",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG01795",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221125GG02017",2022-11-25,NA,"All Calls",NA,NA,NA,2022
"221126GG01598",2022-11-26,NA,"All Calls",NA,NA,NA,2022
"221126GG01736",2022-11-26,NA,"All Calls",NA,NA,NA,2022
"221127GG01010",2022-11-27,NA,"All Calls",NA,NA,NA,2022
"221128GG01044",2022-11-28,NA,"All Calls",NA,NA,NA,2022
"221128GG01963",2022-11-28,NA,"All Calls",NA,NA,NA,2022
"221129GG00053",2022-11-29,NA,"All Calls",NA,NA,NA,2022
"221130GG01808",2022-11-30,NA,"All Calls",NA,NA,NA,2022
"221201GG02134",2022-12-01,NA,"All Calls",NA,NA,NA,2022
"221201GG02289",2022-12-01,NA,"All Calls",NA,NA,NA,2022
"221202GG00002",2022-12-01,2022-12-02,"All Calls","Unit Assigned",NA,NA,2022
"221203GG00393",2022-12-03,NA,"All Calls",NA,NA,NA,2022
"221203GG01825",2022-12-03,NA,"All Calls",NA,NA,NA,2022
"221203GG02004",2022-12-03,NA,"All Calls",NA,NA,NA,2022
"221203GG02372",2022-12-03,NA,"All Calls",NA,NA,NA,2022
"221203GG02390",2022-12-03,NA,"All Calls",NA,NA,NA,2022
"221204GG00219",2022-12-04,NA,"All Calls",NA,NA,NA,2022
"221204GG01174",2022-12-04,NA,"All Calls",NA,NA,NA,2022
"221204GG01783",2022-12-04,NA,"All Calls",NA,NA,NA,2022
"221204GG02046",2022-12-04,NA,"All Calls",NA,NA,NA,2022
"221205GG00267",2022-12-05,NA,"All Calls",NA,NA,NA,2022
"221206GG01530",2022-12-06,NA,"All Calls",NA,NA,NA,2022
"221206GG01537",2022-12-06,NA,"All Calls",NA,NA,NA,2022
"221207GG01615",2022-12-07,NA,"All Calls",NA,NA,NA,2022
"221208GG00143",2022-12-08,NA,"All Calls",NA,NA,NA,2022
"221210GG02409",2022-12-10,NA,"All Calls",NA,NA,NA,2022
"221213GG00087",2022-12-13,NA,"All Calls",NA,NA,NA,2022
"221214GG02047",2022-12-14,NA,"All Calls",NA,NA,NA,2022
"221215GG00170",2022-12-15,NA,"All Calls",NA,NA,NA,2022
"221215GG00645",2022-12-15,NA,"All Calls",NA,NA,NA,2022
"221215GG02053",2022-12-15,NA,"All Calls",NA,NA,NA,2022
"221216GG00885",2022-12-16,NA,"All Calls",NA,NA,NA,2022
"221216GG02341",2022-12-16,NA,"All Calls",NA,NA,NA,2022
"221217GG02185",2022-12-17,NA,"All Calls",NA,NA,NA,2022
"221217GG02266",2022-12-17,NA,"All Calls",NA,NA,NA,2022
"221218GG00001",2022-12-17,NA,"All Calls",NA,NA,NA,2022
"221218GG00011",2022-12-18,NA,"All Calls",NA,NA,NA,2022
"221218GG00465",2022-12-18,NA,"All Calls",NA,NA,NA,2022
"221218GG00712",2022-12-18,NA,"All Calls",NA,NA,NA,2022
"221219GG01197",2022-12-19,NA,"All Calls",NA,NA,NA,2022
"221219GG02005",2022-12-19,NA,"All Calls",NA,NA,NA,2022
"221221GG01503",2022-12-21,NA,"All Calls",NA,NA,NA,2022
"221221GG01552",2022-12-21,NA,"All Calls",NA,NA,NA,2022
"221222GG01359",2022-12-22,NA,"All Calls",NA,NA,NA,2022
"221223GG01780",2022-12-23,NA,"All Calls",NA,NA,NA,2022
"221223GG01930",2022-12-23,NA,"All Calls",NA,NA,NA,2022
"221223GG01979",2022-12-23,NA,"All Calls",NA,NA,NA,2022
"221224GG00171",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG00338",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG00660",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG01835",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG01880",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG01954",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221224GG02016",2022-12-24,NA,"All Calls",NA,NA,NA,2022
"221225GG00687",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221225GG01293",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221225GG01292",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221225GG01299",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221225GG01685",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221225GG01696",2022-12-25,NA,"All Calls",NA,NA,NA,2022
"221227GG00037",2022-12-27,NA,"All Calls",NA,NA,NA,2022
"221227GG02005",2022-12-27,NA,"All Calls",NA,NA,NA,2022
"221228GG00762",2022-12-28,NA,"All Calls",NA,NA,NA,2022
"221229GG01542",2022-12-29,NA,"All Calls",NA,NA,NA,2022
"221230GG01634",2022-12-30,NA,"All Calls",NA,NA,NA,2022
"221230GG01772",2022-12-30,NA,"All Calls",NA,NA,NA,2022
"221230GG01893",2022-12-30,NA,"All Calls",NA,NA,NA,2022
"221231GG02885",2022-12-31,NA,"All Calls",NA,NA,NA,2022
"230101GG01558",2023-01-01,NA,"All Calls",NA,NA,NA,2023
"230101GG01779",2023-01-01,NA,"All Calls",NA,NA,NA,2023
"230105GG00660",2023-01-05,2023-01-05,"All Calls","Unit Assigned",NA,NA,2023
"230105GG02101",2023-01-05,NA,"All Calls",NA,NA,NA,2023
"230106GG01558",2023-01-06,NA,"All Calls",NA,NA,NA,2023
"230106GG01800",2023-01-06,NA,"All Calls",NA,NA,NA,2023
"230107GG00400",2023-01-07,NA,"All Calls",NA,NA,NA,2023
"230108GG00286",2023-01-08,NA,"All Calls",NA,NA,NA,2023
"230108GG01934",2023-01-08,NA,"All Calls",NA,NA,NA,2023
"230108GG01978",2023-01-08,NA,"All Calls",NA,NA,NA,2023
"230109GG01636",2023-01-09,NA,"All Calls",NA,NA,NA,2023
"230109GG02025",2023-01-09,NA,"All Calls",NA,NA,NA,2023
"230111GG00210",2023-01-11,NA,"All Calls",NA,NA,NA,2023
"230111GG00359",2023-01-11,NA,"All Calls",NA,NA,NA,2023
"230111GG01634",2023-01-11,NA,"All Calls",NA,NA,NA,2023
"230112GG01887",2023-01-12,NA,"All Calls",NA,NA,NA,2023
"230112GG02028",2023-01-12,NA,"All Calls",NA,NA,NA,2023
"230113GG01498",2023-01-13,NA,"All Calls",NA,NA,NA,2023
"230113GG01514",2023-01-13,NA,"All Calls",NA,NA,NA,2023
"230114GG00306",2023-01-14,NA,"All Calls",NA,NA,NA,2023
"230115GG00117",2023-01-15,NA,"All Calls",NA,NA,NA,2023
"230116GG02192",2023-01-16,NA,"All Calls",NA,NA,NA,2023
"230117GG01465",2023-01-17,NA,"All Calls",NA,NA,NA,2023
"230117GG01805",2023-01-17,NA,"All Calls",NA,NA,NA,2023
"230118GG01125",2023-01-18,NA,"All Calls",NA,NA,NA,2023
"230118GG01438",2023-01-18,NA,"All Calls",NA,NA,NA,2023
"230119GG01412",2023-01-19,NA,"All Calls",NA,NA,NA,2023
"230119GG01716",2023-01-19,NA,"All Calls",NA,NA,NA,2023
"230120GG02100",2023-01-20,NA,"All Calls",NA,NA,NA,2023
"230121GG00193",2023-01-21,2023-01-21,"All Calls","Unit Assigned",NA,NA,2023
"230121GG01753",2023-01-21,NA,"All Calls",NA,NA,NA,2023
"230122GG00047",2023-01-22,NA,"All Calls",NA,NA,NA,2023
